PID,LEGAL_TYPE,FOLIO,LAND_COORDINATE,ZONING_DISTRICT,ZONING_CLASSIFICATION,LOT,PLAN,BLOCK,DISTRICT_LOT,FROM_CIVIC_NUMBER,TO_CIVIC_NUMBER,STREET_NAME,PROPERTY_POSTAL_CODE,NARRATIVE_LEGAL_LINE1,NARRATIVE_LEGAL_LINE2,NARRATIVE_LEGAL_LINE3,NARRATIVE_LEGAL_LINE4,NARRATIVE_LEGAL_LINE5,CURRENT_LAND_VALUE,CURRENT_IMPROVEMENT_VALUE,TAX_ASSESSMENT_YEAR,PREVIOUS_LAND_VALUE,PREVIOUS_IMPROVEMENT_VALUE,YEAR_BUILT,BIG_IMPROVEMENT_YEAR,TAX_LEVY,NEIGHBOURHOOD_CODE,REPORT_YEAR
027-506-941,STRATA,648122040048,64812204,C-3A,Commercial,48,BCS2890,,526,904,1690.0,8TH AVE W,V6J 0B1,LOT 48  PLAN BCS2890  DISTRICT LOT,"526  NWD GROUP 1, TOGETHER WITH AN",INTEREST IN THE COMMON PROPERTY IN,PROPORTION TO THE UNIT ENTITLEMENT,OF THE STRATA LOT AS SHOWN ON FORM,1112000.0,349000.0,2023.0,1056000.0,339000.0,2008.0,2008.0,,7,2023
012-953-491,LAND,646270310000,64627031,RS-1,Single Detached House,23,VAP3385,18,THSL,,2433.0,7TH AVE E,V5M 1T2,LOT 23  BLOCK 18  SECTION 34  PLAN,VAP3385  DISTRICT LOT THSL  NWD PAR,T N 1/2.,,,1650000.0,196000.0,2023.0,1535000.0,190000.0,1986.0,1986.0,,21,2023
007-866-623,LAND,830172080000,83017208,I-2,Industrial,E,VAP14313,14,311,,396.0,MARINE DR SW,V5X 2R6,LOT E  BLOCK 14  PLAN VAP14313  DIS,TRICT LOT 311  NEW WESTMINSTER,,,,41706000.0,42300.0,2021.0,43180000.0,41400.0,1968.0,1970.0,331742.0,18,2021
014-967-847,LAND,250607110000,25060711,C-2C,Commercial,2,1103,48,264A,,1305.0,COMMERCIAL DR,V5L 3X5,LOT 2  BLOCK 48  PLAN 404 & 1771  D,ISTRICT LOT 264A  NEW WESTMINSTER,,,,2725000.0,9000.0,2020.0,3170000.0,9000.0,1929.0,1945.0,16826.6,14,2020
027-549-267,STRATA,670026250004,67002625,C-2,Commercial,4,BCS2958,,540,101,4375.0,10TH AVE W,V6R 2H6,LOT 4  PLAN BCS2958  DISTRICT LOT 5,"40  NWD GROUP 1, TOGETHER WITH AN I",NTEREST IN THE COMMON PROPERTY IN P,ROPORTION TO THE UNIT ENTITLEMENT O,F THE STRATA LOT AS SHOWN ON FORM V,773000.0,418000.0,2023.0,689000.0,410000.0,2008.0,2008.0,,1,2023
028-886-330,STRATA,638172040071,63817204,CD-1 (483),Comprehensive Development,71,EPS800,,302,601,288.0,1ST AVE W,V5Y 0E9,LOT 71  PLAN EPS800  DISTRICT LOT 3,"02  NWD GROUP 1, TOGETHER WITH AN I",NTEREST IN THE COMMON PROPERTY IN P,ROPORTION TO THE UNIT ENTITLEMENT O,F THE STRATA LOT AS SHOWN ON FORM 1,498000.0,193000.0,2021.0,469000.0,189000.0,2012.0,2012.0,2019.45,13,2021
024-810-584,STRATA,170758060001,17075806,CD-1 (387),Comprehensive Development,1,LMS4212,,526,,6158.0,CAMBIE ST,V5Z 3B3,LOT 1  PLAN LMS4212  DISTRICT LOT 5,26  NEW WESTMINSTER UNDIV 1320/2116,5 SHARE IN COMMON PROP THEREIN.,,,1047000.0,259000.0,2020.0,1208000.0,265000.0,2000.0,2000.0,3778.23,11,2020
013-270-486,LAND,810190710000,81019071,RS-1,One-Family Dwelling,28,VAP2980,8,656,,361.0,57TH AVE E,V5X 1S6,LOT 28  BLOCK 8  PLAN VAP2980  DIST,RICT LOT 656  NWD GROUP 1.,,,,1138000.0,194000.0,2021.0,1033000.0,202000.0,1922.0,1970.0,4470.77,17,2021
014-151-928,LAND,730270480000,73027048,RM-7,Multiple Dwelling,50,VAP1955,K,393,,2354.0,33RD AVE E,V5R 2S3,LOT 50  BLOCK K  PLAN VAP1955  DIST,RICT LOT 393  NEW WESTMINSTER,,,,1459000.0,18400.0,2022.0,1206000.0,16000.0,1914.0,1965.0,5660.65,23,2022
029-656-273,STRATA,300841040119,30084104,CD-1 (499),Comprehensive Development,119,EPS2778,,330,212,3168.0,RIVERWALK AVE,V5S 0B8,LOT 119  PLAN EPS2778  DISTRICT LOT,"330  NWD GROUP 1, TOGETHER WITH AN",INTEREST IN THE COMMON PROPERTY IN,PROPORTION TO THE UNIT ENTITLEMENT,OF THE STRATA LOT AS SHOWN ON FORM,382000.0,231000.0,2021.0,369000.0,227000.0,2015.0,2015.0,1791.48,18,2021
006-354-815,STRATA,124614070015,12461407,DD,Comprehensive Development,15,VAS1184,,541,202,1333.0,HORNBY ST,V6Z 2C1,"STRATA LOT 15, PLAN VAS1184, DISTRI","CT LOT 541, NEW WESTMINSTER LAND DI","STRICT, TOGETHER WITH AN INTEREST I",N THE COMMON PROPERTY IN PROPORTION,TO THE UNIT ENTITLEMENT OF THE STR,373000.0,80800.0,2022.0,345000.0,74700.0,1982.0,1982.0,1222.04,29,2022
011-684-828,LAND,810130370000,81013037,RS-1,One-Family Dwelling,5,VAP4251,17A,526,,1467.0,57TH AVE W,V6P 1T1,LOT 5  BLOCK 17A  PLAN VAP4251  DIS,TRICT LOT 526  NWD OF LOT 26.,,,,2007000.0,84000.0,2021.0,1989000.0,86500.0,1914.0,1960.0,7799.96,10,2021
018-666-019,STRATA,304716940037,30471694,CD-1 (222),Comprehensive Development,37,LMS1299,,51,408,3455.0,ASCOT PL,V5R 6B7,LOT 37  PLAN LMS1299  DISTRICT LOT,51  NEW WESTMINSTER UNDIV 51/7943 S,HARE IN COM PROP THEREIN.,,,209000.0,144000.0,2021.0,169000.0,143000.0,1994.0,1994.0,984.08,23,2021
014-471-868,STRATA,830258960009,83025896,CD-1 (156),Comprehensive Development,9,VAS2446,,329,108,2250.0,MARINE DR SE,V5P 2S2,LOT 9  PLAN VAS2446  DISTRICT LOT 3,29  NEW WESTMINSTER UNDIV 112/5451,SHARE IN COM PROP THEREIN MEVA #890,379.,,506000.0,195000.0,2023.0,420000.0,245000.0,1989.0,1989.0,,25,2023
024-773-298,STRATA,124606980071,12460698,DD,Comprehensive Development,71,LMS4157,,541,1002,1068.0,HORNBY ST,V6Z 2Y7,LOT 71  PLAN LMS4157  DISTRICT LOT,541  NEW WESTMINSTER UNDIV 51/14416,SHARE IN COM PROP THEREIN.,,,404000.0,203000.0,2023.0,373000.0,215000.0,2000.0,2000.0,,29,2023
006-848-494,LAND,688275030000,68827503,RS-1,One-Family Dwelling,31,VAP11660,C,THSL,,2705.0,16TH AVE E,V5M 2L7,LOT 31  BLOCK C  SECTION 44  PLAN V,AP11660  DISTRICT LOT THSL  NEW WES,TMINSTER,,,1303000.0,402000.0,2021.0,1190000.0,414000.0,2005.0,2005.0,6802.86,22,2021
009-796-231,LAND,640078440000,64007844,C-2B,Commercial,4,VAP1058,242,526,,2360.0,4TH AVE W,V6K 1P1,LOT 4  BLOCK 242  PLAN VAP1058  DIS,TRICT LOT 526  NWD EXCEPT PLAN 3943,.,,,7874000.0,10900.0,2021.0,8360000.0,10600.0,1950.0,1995.0,62907.9,2,2021
008-266-808,LAND,723042320000,72304232,RS-5,One-Family Dwelling,51,VAP3983,64,2027,,3436.0,30TH AVE W,V6S 1W4,LOT 51  BLOCK 64  PLAN VAP3983  DIS,TRICT LOT 2027  NWD,,,,2049000.0,931000.0,2021.0,1861000.0,932000.0,2016.0,2016.0,9051.06,3,2021
013-317-563,LAND,795243520000,79524352,RS-1,One-Family Dwelling,10,VAP2934,4,735,,1888.0,52ND AVE E,V5P 1W7,LOT 10  BLOCK 4  PLAN VAP2934  DIST,RICT LOT 735  NEW WESTMINSTER,,,,1092000.0,70100.0,2020.0,1289000.0,71100.0,1973.0,1973.0,4963.93,17,2020
016-260-198,STRATA,126612940071,12661294,DD,Comprehensive Development,71,VAS2692,,541,1001,789.0,DRAKE ST,V6Z 2N7,LOT 71  PLAN VAS2692  DISTRICT LOT,541  NEW WESTMINSTER UNDIV 357/6948,5 SHARE IN COM PROP THEREIN.,,,325000.0,104000.0,2021.0,308000.0,111000.0,1990.0,1990.0,1253.76,29,2021
014-059-614,LAND,252612130000,25261213,RT-5,Two-Family Dwelling,B,2100,A,264A,,1511.0,SALSBURY DR,V5L 4B7,LOT B  BLOCK A  PLAN 2100  DISTRICT,"LOT 264A  NWD OF LOTS 32 & 33, OF",BLK 137.,,,1297000.0,89800.0,2021.0,1126000.0,91800.0,1910.0,1960.0,6380.92,14,2021
023-497-319,STRATA,210696060025,21069606,CD-1 (299),Comprehensive Development,25,LMS2499,,301,308,3624.0,FRASER ST,V5V 4C8,LOT 25  PLAN LMS2499  DISTRICT LOT,301  NEW WESTMINSTER UNDIV 660/2440,2 SHARE IN COM PROP THEREIN.,,,413000.0,122000.0,2020.0,413000.0,124000.0,1996.0,1996.0,1332.06,15,2020
011-189-835,LAND,88818960000,8881896,RS-1,Single Detached House,4,VAP5265,8,317,,7988.0,LABURNUM ST,V6P 5N7,LOT 4  BLOCK 8  PLAN VAP5265  DISTR,ICT LOT 317  NWD,,,,2609000.0,36500.0,2023.0,2619000.0,36500.0,1945.0,1945.0,,6,2023
029-442-401,STRATA,125827840034,12582784,CD-1 (517),Comprehensive Development,34,EPS2353,,325,709,8588.0,CORNISH ST,V6P 0C1,LOT 34  PLAN EPS2353  DISTRICT LOT,"325  NWD GROUP 1, TOGETHER WITH AN",INTEREST IN THE COMMON PROPERTY IN,PROPORTION TO THE UNIT ENTITLEMENT,OF THE STRATA LOT AS SHOWN ON FORM,909000.0,398000.0,2022.0,995000.0,436000.0,2014.0,2014.0,3519.66,12,2022
012-127-302,LAND,298710660000,29871066,RS-1,One-Family Dwelling,17,VAP3832,74,36&51,,4666.0,REID ST,V5R 3Y6,LOT 17  BLOCK 74  PLAN VAP3832  DIS,TRICT LOT 36&51  NWD GROUP 1.,,,,1330000.0,35000.0,2022.0,1099000.0,33300.0,1912.0,1970.0,5449.85,23,2022
026-683-831,STRATA,170690030054,17069003,C-2,Commercial,54,BCS1871,,526,325,3228.0,TUPPER ST,V5Z 4S7,LOT 54  PLAN BCS1871  DISTRICT LOT,526  NEW WESTMINSTER GROUP 1.,,,,485000.0,182000.0,2020.0,541000.0,184000.0,2006.0,2006.0,1951.43,9,2020
013-424-521,LAND,50733260000,5073326,RS-5,One-Family Dwelling,2,VAP2759,32,2027,,5126.0,BLENHEIM ST,V6N 1N7,LOT 2  BLOCK 32  PLAN VAP2759  DIST,RICT LOT 2027  NEW WESTMINSTER,,,,2515000.0,18500.0,2022.0,2106000.0,16900.0,1923.0,1960.0,8622.54,5,2022
014-510-227,LAND,230799950000,23079995,RS-1,One-Family Dwelling,22,VAP1645,6,739,,1389.0,54TH AVE E,V5X 1M3,LOT 22  BLOCK 6  PLAN VAP1645  DIST,RICT LOT 739  NEW WESTMINSTER,,,,1205000.0,405000.0,2022.0,1013000.0,378000.0,2010.0,2010.0,6701.62,17,2022
024-233-986,STRATA,134604770043,13460477,CD-1 (369),Comprehensive Development,43,LMS3440,,541,314,933.0,SEYMOUR ST,V6B 6L6,"STRATA LOT 43, PLAN LMS3440, DISTRI","CT LOT 541, GROUP 1, NEW WESTMINSTE","R LAND DISTRICT, TOGETHER WITH AN I",NTEREST IN THE COMMON PROPERTY IN P,ROPORTION TO THE UNIT ENTITLEMENT O,461000.0,187000.0,2023.0,433000.0,189000.0,1998.0,1998.0,,29,2023
026-878-925,STRATA,156604070139,15660407,DD,Comprehensive Development,139,BCS2103,,541,1606,909.0,MAINLAND ST,V6B 1S3,LOT 139  PLAN BCS2103  DISTRICT LOT,541  NEW WESTMINSTER GROUP 1.,,,,435000.0,169000.0,2021.0,419000.0,165000.0,2006.0,2006.0,1765.18,29,2021
026-908-506,STRATA,636058840001,63605884,RT-8,Two-Family Dwelling,1,BCS2122,,192,,2956.0,2ND AVE W,V6K 1K4,LOT 1  PLAN BCS2122  DISTRICT LOT 1,"92  NWD GROUP 1, TOGETHER WITH AN I",NTEREST IN THE COMMON PROPERTY IN P,ROPORTION TO THE UNIT ENTITLEMENT O,F THE STRATA LOT AS SHOWN ON FORM 1,1455000.0,401000.0,2020.0,1628000.0,390000.0,2006.0,2006.0,6585.06,2,2020
003-725-529,STRATA,606118330008,60611833,RM-5B,Multiple Dwelling,8,VAS220,,185,203,1157.0,NELSON ST,V6E 1J3,LOT 8  PLAN VAS220  DISTRICT LOT 18,5  NEW WESTMINSTER UNDIV 3508/10000,00 SHARE IN COM PROP THEREIN.,,,496000.0,61500.0,2020.0,565000.0,66700.0,1975.0,1975.0,1548.24,27,2020
025-849-956,STRATA,138616060038,13861606,CD-1 (366),Comprehensive Development,38,BCS679,,,708,1438.0,RICHARDS ST,V6Z 3B8,LOT 38  PLAN BCS679  NEW WESTMINSTE,"R DISTRICT LOT FALSE CREEK, UNDIV 6",7/17294 SHARE IN COM PROP THEREIN.,,,474000.0,251000.0,2020.0,543000.0,253000.0,2004.0,2004.0,2121.12,30,2020
008-087-423,LAND,768254470000,76825447,RS-1,One-Family Dwelling,M,21341,,723,,2247.0,48TH AVE E,V5P 1R9,LOT M  PLAN 21341  DISTRICT LOT 723,"NWD GROUP 1, OF LOTS 27 TO 37.",,,,1506000.0,195000.0,2022.0,1276000.0,170000.0,1988.0,1988.0,6399.67,24,2022
018-800-068,STRATA,608120970073,60812097,CD-1 (386),Comprehensive Development,73,LMS1455,,541,1103,1050.0,BURRARD ST,V6Z 2S3,"STRATA LOT 73, PLAN LMS1455, DISTRI","CT LOT 541, NEW WESTMINSTER LAND DI","STRICT, TOGETHER WITH AN INTEREST I",N THE COMMON PROPERTY IN PROPORTION,TO THE UNIT ENTITLEMENT OF THE STR,447000.0,196000.0,2021.0,426000.0,194000.0,1994.0,1994.0,1879.17,26,2021
008-887-250,LAND,236711210000,23671121,RT-10,Two-Family Dwelling,5,VAP12422,5,352,,4251.0,FLEMING ST,V5N 3W4,LOT 5  BLOCK 5  PLAN VAP12422  DIST,RICT LOT 352  NWD GROUP 1.,,,,1452000.0,62400.0,2021.0,1343000.0,64500.0,1968.0,1968.0,6614.82,19,2021
004-241-681,STRATA,616119040031,61611904,RM-5A,Multiple Dwelling,31,VAS978,,185,310,1080.0,PACIFIC ST,V6E 4C2,LOT 31  PLAN VAS978  DISTRICT LOT 1,85  NEW WESTMINSTER UNDIV 472/45765,SHARE IN COM PROP THEREIN.,,,415000.0,116000.0,2023.0,376000.0,141000.0,1980.0,1981.0,,27,2023
025-089-358,STRATA,120606020021,12060602,CD-1 (386),Comprehensive Development,21,LMS4456,,541,3402,938.0,NELSON ST,V6Z 3A7,LOT 21  PLAN LMS4456  DISTRICT LOT,541  NEW WESTMINSTER UNDIV 151.9/96,29 SHARE IN COMM PROP THEREIN.,,,1460000.0,488000.0,2020.0,1780000.0,491000.0,2002.0,2002.0,5699.22,26,2020
005-615-496,STRATA,646153720002,64615372,FM-1,Multiple Dwelling,2,VAS636,,526,,842.0,7TH AVE W,V5Z 1C1,LOT 2  PLAN VAS636  DISTRICT LOT 52,6  NEW WESTMINSTER UNDIV 17172/1000,00 SHARE IN COM PROP THEREIN.,,,1375000.0,231000.0,2022.0,1211000.0,204000.0,1978.0,1978.0,4324.83,7,2022
025-850-539,STRATA,138616060096,13861606,CD-1 (366),Comprehensive Development,96,BCS679,,FC,1802,1438.0,RICHARDS ST,V6Z 3B8,LOT 96  PLAN BCS679  DISTRICT LOT F,C  NWD  BCAGROUP 1 TOGETHER WITH AN,INTEREST IN THE COMMON PROPERTY IN,PROPORTION TO THE UNIT ENTITLEMENT,OF THE STRATA LOT AS SHOWN ON FORM,971000.0,394000.0,2022.0,950000.0,386000.0,2004.0,2004.0,3675.85,30,2022
023-362-812,STRATA,640072080068,64007208,C-2,Commercial,68,LMS2329,,192,412,2680.0,4TH AVE W,V6K 4S3,LOT 68  PLAN LMS2329  DISTRICT LOT,192  NEW WESTMINSTER UNDIV 42/6370,SHARE IN COM PROP THEREIN.,,,381000.0,80300.0,2022.0,347000.0,73000.0,1996.0,1996.0,1242.25,2,2022
018-781-772,STRATA,739195350043,73919535,RM-3A,Multiple Dwelling,43,LMS1436,,638,321,360.0,36TH AVE E,V5W 4B9,LOT 43  PLAN LMS1436  DISTRICT LOT,638  NEW WESTMINSTER UNDIV 1072/138,096 SHARE IN COM PROP THEREIN.,,,662000.0,199000.0,2023.0,557000.0,210000.0,1994.0,1994.0,,16,2023
024-843-695,STRATA,159607880044,15960788,CD-1 (324),Comprehensive Development,44,LMS4255,,FC,803,193.0,AQUARIUS MEWS,V6Z 2Z2,"STRATA LOT 44, PLAN LMS4255, DISTRI","CT LOT FC, NEW WESTMINSTER LAND DIS","TRICT, TOGETHER WITH AN INTEREST IN",THE COMMON PROPERTY IN PROPORTION,TO THE UNIT ENTITLEMENT OF THE STRA,578000.0,237000.0,2022.0,548000.0,225000.0,2000.0,2000.0,2194.73,30,2022
023-388-081,LAND,759316560000,75931656,RS-1,One-Family Dwelling,31,LMP27811,,,,3532.0,46TH AVE E,V5S 4T8,LOT 31  PLAN LMP27811  NEW WESTMINS,"TER DISTRICT LOT 339 N E QTR, EXPL",PL LMP29808 R/W.,,,1583000.0,329000.0,2022.0,1270000.0,313000.0,1997.0,1997.0,6967.56,24,2022
003-786-820,STRATA,616118660004,61611866,RM-5A,Multiple Dwelling,4,VAS267,,185,302,1120.0,PACIFIC ST,V6E 1T4,LOT 4  PLAN VAS267  DISTRICT LOT 18,5  NEW WESTMINSTER UNDIV 958/19323,SHARE IN COM PROP THEREIN.,,,622000.0,188000.0,2023.0,560000.0,200000.0,1975.0,1975.0,,27,2023
018-510-663,STRATA,148608930046,14860893,DD,Comprehensive Development,46,LMS1114,,541,805,1155.0,HOMER ST,V6B 5T5,LOT 46  PLAN LMS1114  DISTRICT LOT,541  NEW WESTMINSTER UNDIV 279/3714,3 SHARE IN COM PROP THEREIN.,,,646000.0,282000.0,2023.0,587000.0,320000.0,1994.0,1994.0,,29,2023
015-263-011,LAND,702184850000,70218485,RS-7,One-Family Dwelling,25,VAP483,1,629,,83.0,21ST AVE E,V5V 1P6,LOT 25  BLOCK 1  PLAN VAP483  DISTR,ICT LOT 629  NEW WESTMINSTER,,,,1641000.0,239000.0,2020.0,1827000.0,245000.0,1993.0,1993.0,7077.29,15,2020
018-274-943,STRATA,210712940002,21071294,C-2,Commercial,2,LMS890,,,,4288.0,FRASER ST,V5V 4G2,LOT 2  PLAN LMS890  NEW WESTMINSTER,"DISTRICT LOT 391 & 392, UNDIV 2069",/10000 SHARE IN COM PROP THEREIN.,,,846000.0,34900.0,2023.0,679285.0,30300.0,1961.0,1963.0,,16,2023
008-346-330,LAND,721237700000,72123770,RS-1,One-Family Dwelling,12,VAP2018,7,352,,1682.0,29TH AVE E,V5N 2Y6,LOT 12  BLOCK 7  PLAN VAP2018  DIST,"RICT LOT 352  NWD GROUP 1, OF LOT 1","8, & BLKS 9 & 11.",,,1244000.0,176000.0,2020.0,1485000.0,176000.0,1984.0,1984.0,5904.46,19,2020
023-463-465,STRATA,134612480120,13461248,DD,Comprehensive Development,120,LMS2446,,541,1001,1238.0,SEYMOUR ST,V6B 6J3,LOT 120  PLAN LMS2446  DISTRICT LOT,541  NEW WESTMINSTER UNDIV 39/1375,5 SHARE IN COM PROP THEREIN.,,,363000.0,114000.0,2023.0,354000.0,108000.0,1996.0,1996.0,,29,2023
024-774-677,STRATA,124606980208,12460698,DD,Comprehensive Development,208,LMS4157,,541,2905,1068.0,HORNBY ST,V6Z 2Y7,LOT 208  PLAN LMS4157  DISTRICT LOT,541  NEW WESTMINSTER UNDIV 52/1441,6 SHARE IN COM PROP THEREIN.,,,448000.0,204000.0,2021.0,428000.0,200000.0,2000.0,2000.0,1905.47,29,2021
031-418-601,STRATA,841300600079,84130060,CD-1 (499),Comprehensive Development,79,EPS7633,,330,103,3198.0,RIVERWALK AVE,V5S 0E8,STRATA LOT 79  PLAN EPS7633  DISTRI,CT LOT 330  NWD  GROUP 1  TOGETHER,WITH AN INTEREST IN THE COMMON PROP,ERTY IN PROPORTION TO THE UNIT ENTI,TLEMENT OF THE STRATA LOT AS SHOWN,470000.0,249000.0,2022.0,,,2021.0,2021.0,1936.21,18,2022
,LAND,638199507015,63819950,CD-1 (402),Comprehensive Development,Q,BCP39441,,264A,180,577.0,GREAT NORTHERN WAY,V5T 1E1,LOT Q  PLAN BCP39441  DISTRICT LOT,264A  NWD  BCAGROUP 1  EXCEPTPLAN E,"PP48156 PTN, & DL 2037, & EXC PL EP","P56441, EPP58102, & EPP58103",,456000.0,43600.0,2021.0,508000.0,42600.0,,,4881.19,13,2021
004-392-884,LAND,744210200000,74421020,RS-1,One-Family Dwelling,A,VAP3457,1,666,,720.0,39TH AVE E,V5W 1K6,LOT A  BLOCK 1  PLAN VAP3457  DISTR,ICT LOT 666  NWD GROUP 1.,,,,1286000.0,48600.0,2022.0,1079000.0,46600.0,1911.0,1965.0,5464.99,16,2022
029-894-913,LAND,607257860000,60725786,RT-5,Two-Family Dwelling,A,EPP57456,136,264A,,2082.0,CHARLES ST,V5L 2T9,LOT A  BLOCK 136  PLAN EPP57456  DI,STRICT LOT 264A  NWD GROUP 1.,,,,1183000.0,357000.0,2022.0,971000.0,306000.0,2017.0,2017.0,4433.12,14,2022
030-886-589,STRATA,606162930264,60616293,CD-1 (593),Comprehensive Development,264,EPS5890,,FC,1413,89.0,NELSON ST,V6Z 0E7,LOT 264  PLAN EPS5890  DISTRICT LOT,FC  NWD  BCAGROUP 1 TOGETHER WITH,AN INTEREST IN THE COMMON PROPERTY,IN PROPORTION TO THE UNIT ENTITLEME,NT OF THE STRATA LOT AS SHOWN ON FO,541000.0,175000.0,2022.0,529000.0,171000.0,2019.0,2019.0,1928.14,26,2022
009-363-611,LAND,125802840000,12580284,RS-6,One-Family Dwelling,I,VAP10598,11,526,,7050.0,CHURCHILL ST,V6P 5B6,LOT I  BLOCK 11  PLAN VAP10598  DIS,TRICT LOT 526  NEW WESTMINSTER,,,,4185000.0,239000.0,2020.0,5282000.0,244000.0,1961.0,1970.0,18336.2,10,2020
006-615-040,STRATA,638090390022,63809039,RM-4,Multiple Dwelling,22,VAS1452,,526,305,2057.0,3RD AVE W,V6J 1L4,LOT 22  PLAN VAS1452  DISTRICT LOT,526  NEW WESTMINSTER AN UNDIV 564/1,9519 SHARE IN COM PROP THEREIN.,,,526000.0,71000.0,2021.0,503000.0,72900.0,1985.0,1985.0,1744.74,2,2021
027-259-366,STRATA,161599560003,16159956,CD-1 (415),Comprehensive Development,3,BCS2577,,FC,,123.0,REGIMENT SQ,V6B 1X5,LOT 3  PLAN BCS2577  DISTRICT LOT F,C  NEW WESTMINSTER,,,,724000.0,324000.0,2021.0,641000.0,320000.0,2007.0,2007.0,3062.78,26,2021
,OTHER,602124460000,60212446,CD-1 (204),Comprehensive Development,,,,541,,,,,DISTRICT LOT 541  NEW WESTMINSTER P,"ARCEL A REM, EXCEPT PLAN 10196, VOL",UMETRIC PCL COLOURED YELLOW ON EX P,L & KNOWN AS PCL ABV VOLUME OF 9869,CU YDS.,1655000.0,2386000.0,2020.0,1630000.0,2358000.0,1972.0,1990.0,744.05,26,2020
014-768-101,LAND,266721080000,26672108,RT-11,Two-Family Dwelling,1,VAP1388,B,393,,2202.0,WENONAH ST,V5N 2Z6,LOT 1  BLOCK B  PLAN VAP1388  DISTR,"ICT LOT 393  NWD GROUP 1, OF LOT 4,",& BLK 10.,,,1460000.0,98500.0,2022.0,1225000.0,87400.0,1979.0,1979.0,6067.94,23,2022
014-217-163,LAND,243745510000,24374551,RS-1,One-Family Dwelling,19,VAP1898,4,708,,5559.0,COMMERCIAL ST,V5P 3N6,LOT 19  BLOCK 4  PLAN VAP1898  DIST,RICT LOT 708  NEW WESTMINSTER,,,,1195000.0,201000.0,2020.0,1355000.0,198000.0,1976.0,1995.0,6368.24,19,2020
027-310-850,STRATA,163670030190,16367003,CD-1 (59),Comprehensive Development,190,BCS2645,,526,401,750.0,12TH AVE W,V5Z 0A3,LOT 190  PLAN BCS2645  DISTRICT LOT,526  NEW WESTMINSTER GROUP 1.,,,,672000.0,278000.0,2020.0,798000.0,278000.0,2007.0,2007.0,2779.4,7,2020
030-763-053,STRATA,654191930027,65419193,CD-1 (591),Comprehensive Development,27,EPS5422,119,301,603,285.0,10TH AVE E,V5T 0H6,LOT 27  BLOCK 119  PLAN EPS5422  DI,STRICT LOT 301  NWD  BCAGROUP 1 TOG,ETHER WITH AN INTEREST IN THE COMMO,N PROPERTY IN PROPORTION TO THE UNI,T ENTITLEMENT OF THE STRATA LOT AS,392000.0,188000.0,2021.0,389000.0,185000.0,,,1695.05,13,2021
029-155-436,STRATA,643124710003,64312471,CD-1 (508),Comprehensive Development,3,EPS1550,,526,205,1565.0,6TH AVE W,V6J 1R1,LOT 3  PLAN EPS1550  DISTRICT LOT 5,"26  NWD GROUP 1, TOGETHER WITH AN I",NTEREST IN THE COMMON PROPERTY IN P,ROPORTION TO THE UNIT ENTITLEMENT O,F THE STRATA LOT AS SHOWN ON FORM 1,462000.0,400000.0,2020.0,526000.0,403000.0,2013.0,2013.0,2521.93,7,2020
026-843-421,STRATA,752159510007,75215951,CD-1 (430),Comprehensive Development,7,BCS2065,,526,,755.0,42ND AVE W,V5Z 2N8,LOT 7  PLAN BCS2065  DISTRICT LOT 5,26  NEW WESTMINSTER GROUP 1.,,,,1083000.0,235000.0,2020.0,1257000.0,237000.0,2006.0,2006.0,3856.04,11,2020
003-631-729,LAND,164743370000,16474337,RS-1,One-Family Dwelling,10,VAP8838,872,526,,5587.0,MANSON ST,V5Z 3H3,LOT 10  BLOCK 872  PLAN VAP8838  DI,STRICT LOT 526  NEW WESTMINSTER,,,,3421000.0,55800.0,2020.0,3799000.0,54200.0,1955.0,1955.0,12789.6,9,2020
008-220-921,LAND,743195600000,74319560,RS-1,One-Family Dwelling,9,VAP1725,6,639,,360.0,39TH AVE E,V5W 1K4,LOT 9  BLOCK 6  PLAN VAP1725  DISTR,ICT LOT 639  NEW WESTMINSTER E PTN,PLN VAP1725.,,,1284000.0,205000.0,2020.0,1491000.0,205000.0,1977.0,1990.0,6514.34,16,2020
008-172-862,LAND,237711390000,23771139,RT-10,Two-Family Dwelling,3,VAP2332,7,352,,4321.0,PERRY ST,V5N 3X6,LOT 3  BLOCK 7  PLAN VAP2332  DISTR,ICT LOT 352  NWD OF N 1/2 OF LOT 23,", & BLK 9 & 11.",,,1442000.0,24900.0,2022.0,1262000.0,23700.0,1912.0,1970.0,5743.25,19,2022
023-225-254,STRATA,116573940221,11657394,CD-1 (259),Comprehensive Development,221,LMS2064,,185,506,555.0,JERVIS ST,V6E 4N1,"STRATA LOT 221, PLAN LMS2064, DISTR","ICT LOT 185, GROUP 1, NEW WESTMINST","ER LAND DISTRICT, & OF THE PUBLIC H","ARBOUR OF BURRARD INLET, TOGETHER W",ITH AN INTEREST IN THE COMMON PROPE,553000.0,156000.0,2020.0,615000.0,158000.0,1995.0,1995.0,2074.82,26,2020
009-047-191,LAND,829156730000,82915673,RS-1,One-Family Dwelling,26,VAP11557,A,311,,711.0,69TH AVE W,V6P 2W2,LOT 26  BLOCK A  PLAN VAP11557  DIS,TRICT LOT 311  NWD & DL 319 & 323.,,,,1524000.0,212000.0,2020.0,1806000.0,218000.0,1965.0,1995.0,6716.98,12,2020
